,order quantity,SPEC_1st_N,SPEC_1st_L1,SPEC_1st_L2,SPEC_1st_L3,SPEC_2nd_L1,SPEC_2nd_L2,SPEC_2nd_L3,Customer,By_way,Types,Ap_outer_r,Ap_L,cen_outter_r,cen_L,cen_material,Shell_outer_r_1,Shell_outer_r_2,shell_L,shell_material,Human_Hrs,Material_Cost
313,2.0,1000.0,B,X,X,C,M,N,奈司特,SEMI,國內代理商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
314,5.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
315,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
316,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
317,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
318,2.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
319,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
320,20.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
321,2.0,20.0,A,F,M,C,N,R,亮傑,SEMI,國內設備商,105.0,82.5,30.0,83.5,SUS420,105.0,0.0,68.5,SUS304,861.0,18189.0
322,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
323,4.0,20.0,A,F,S,C,N,R,CEAC,INDUSTRIAL,國外代理商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
324,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
325,4.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
326,1.0,100.0,A,X,R,W,X,Z,南亞塑膠,DISPLAY,國內終端,457.9,225.5,279.7,72.0,SUS304,457.9,0.0,108.0,SUS304,4512.0,974782.0
327,1.0,375.0,B,B,S,C,N,R,和艦,SEMI,國外終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
328,3.0,1000.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,84.8,35.0,84.8,SUS420,177.8,0.0,69.9,SUS304,1188.0,26238.0
329,6.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
330,2.0,375.0,B,G,S,W,N,R,KJLC,OTHERS,國外代理商,69.3,115.8,10.0,115.8,SUS420,69.3,0.0,77.7,SUS304,659.0,8102.0
331,2.0,1500.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,94.3,50.0,94.3,SUS420,177.8,0.0,76.2,SUS304,552.0,29589.0
332,21.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
333,4.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
334,4.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
335,10.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
336,1.0,50.0,A,F,M,W,N,R,巨孚,INDUSTRIAL,國內設備商,160.0,102.0,60.0,102.0,SUS420,160.0,0.0,85.0,SUS304,1314.0,49338.0
337,1.0,76.0,A,X,X,W,M,R,柏燈,LED,國內設備商,203.0,285.48,107.1,275.75,SUS420,203.0,0.0,275.4,SUS304,4036.0,159393.0
338,4.0,250.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,69.3,103.1,10.0,103.1,SUS420,69.3,0.0,65.0,SUS304,523.0,6037.0
339,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
340,21.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
341,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
342,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
343,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
344,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
345,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
346,6.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
347,6.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
348,5.0,6.0,A,S,S,C,N,R,KJLC,OTHERS,國外代理商,21.0,76.5,7.0,76.5,SUS420,21.0,0.0,46.5,SUS304,496.0,7755.0
349,3.0,500.0,B,N,S,W,N,R,KJLC,OTHERS,國外代理商,72.9,223.8,15.0,223.8,SUS420,72.9,0.0,128.8,SUS304,633.0,18041.0
350,2.0,75.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,210.0,115.0,90.0,115.0,SUS420,210.0,0.0,96.0,SUS304,1176.0,31769.0
351,1.0,500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,50.8,81.7,20.0,71.7,SUS420,50.8,0.0,69.9,SUS304,1461.0,16690.0
352,3.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
353,1.0,25.0,A,X,H,C,N,N,準鑫,OTHERS,國內設備商,125.0,101.0,54.0,101.0,SUS420,125.0,0.0,85.0,SUS304,736.0,29538.0
354,1.0,25.0,D,X,H,C,N,N,準鑫,OTHERS,國內設備商,125.0,101.0,54.0,101.0,SUS420,125.0,0.0,85.0,SUS304,858.0,30990.0
355,2.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
356,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
357,2.0,12.0,A,K,S,C,M,R,KJLC,OTHERS,國外代理商,55.0,150.0,15.0,150.0,SUS420,55.0,0.0,86.0,SUS304,875.0,8652.0
358,2.0,375.0,B,G,S,W,N,R,KJLC,OTHERS,國外代理商,69.3,115.8,10.0,115.8,SUS420,69.3,0.0,77.7,SUS304,659.0,8102.0
359,1.0,750.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,152.4,153.2,20.0,153.2,SUS420,152.4,0.0,90.5,SUS304,1064.0,15881.0
360,1.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
361,40.0,15.0,A,F,S,C,N,F,聚訊實業,PV,國外代理商,87.0,321.0,25.0,321.0,SUS420,87.0,0.0,104.5,SUS304,392.0,13010.0
362,1.0,70.0,A,X,H,C,N,R,INX-4,DISPLAY,國內終端,292.0,117.0,154.0,113.5,SUS420,292.0,0.0,81.2,SUS304,2873.0,109585.0
363,2.0,6.0,A,K,S,C,N,R,日揚,SEMI,國內代理商,30.0,128.45,9.0,128.45,SUS420,30.0,0.0,44.45,SUS304,924.0,16267.0
364,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
365,7.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
366,1.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
367,2.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
368,2.0,30.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,180.0,273.0,35.0,273.0,SUS420,180.0,0.0,132.0,SUS304,1462.0,25740.0
369,10.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
370,2.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
371,2.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
372,2.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
373,2.0,1000.0,B,X,X,C,M,N,奈司特,SEMI,國內代理商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
374,35.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
375,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
376,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
377,2.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
378,2.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
379,3.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
380,10.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
381,14.0,10.0,A,F,S,C,N,R,凌嘉,DISPLAY,國內設備商,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,372.0,4498.0
382,1.0,50.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,160.0,98.0,65.0,98.0,SUS420,160.0,0.0,82.0,SUS304,1368.0,31792.0
383,1.0,50.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,160.0,98.0,65.0,98.0,SUS420,160.0,0.0,82.0,SUS304,1368.0,31792.0
384,5.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
385,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
386,2.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
387,2.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
388,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
389,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
390,1.0,20.0,A,X,S,C,M,R,永喬,DISPLAY,國內代理商,126.0,160.9,30.0,160.9,SUS420,126.0,0.0,79.0,SUS304,1335.0,26807.0
391,1.0,20.0,A,F,S,C,M,R,永喬,DISPLAY,國內代理商,126.0,160.9,30.0,160.9,SUS420,126.0,0.0,81.0,SUS304,1478.0,21120.0
392,1.0,20.0,A,N,S,C,N,R,永喬,DISPLAY,國內代理商,65.0,259.0,30.0,259.0,SUS420,65.0,0.0,176.0,SUS304,1486.0,30584.0
393,1.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
394,1.0,500.0,B,F,M,W,N,R,KJLC,OTHERS,國外代理商,152.4,84.96,23.0,84.96,SUS420,152.4,0.0,73.03,SUS304,1819.0,36528.0
395,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
396,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
397,2.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
398,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
399,2.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
400,2.0,375.0,B,B,S,C,N,R,和艦,SEMI,國外終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
401,5.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
402,1.0,1500.0,B,G,M,C,N,R,KJLC,OTHERS,國外代理商,118.0,94.3,50.0,94.3,SUS420,118.0,0.0,76.2,SUS304,1104.0,40430.0
403,2.0,20.0,A,F,S,C,N,R,巨孚,INDUSTRIAL,國內設備商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
406,2.0,26.0,D,F,H,C,N,R,準鑫,OTHERS,國內設備商,165.0,126.0,50.0,126.0,SUS420,165.0,0.0,112.5,SUS304,1333.0,54458.0
407,1.0,375.0,B,B,S,C,N,R,加高,OTHERS,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
408,12.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
409,1.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
410,3.0,6.0,A,S,S,C,N,R,亮傑,SEMI,國內設備商,21.0,76.5,6.0,76.5,SUS420,21.0,0.0,46.5,SUS304,1502.0,9463.0
411,1.0,20.0,A,X,S,W,B,R,力鼎精密,SEMI,國內設備商,170.0,423.0,25.0,423.0,SUS420,170.0,0.0,104.5,SUS304,949.0,29000.0
412,1.0,98.0,A,X,C,C,N,R,INX-4,DISPLAY,國內終端,218.0,182.0,48.0,182.0,SUS420,218.0,0.0,77.0,SUS304,3879.0,80629.0
413,5.0,250.0,B,G,S,C,N,R,億碩,OTHERS,國內設備商,33.0,87.4,8.0,87.4,SUS420,33.8,0.0,40.1,SUS304,368.0,6120.0
414,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
415,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
416,4.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
417,1.0,750.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,152.4,153.2,20.0,153.2,SUS420,152.4,0.0,90.5,SUS304,1064.0,15881.0
418,11.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
419,4.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
420,5.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
421,10.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
422,1.0,20.0,A,C,H,C,N,R,KJLC,OTHERS,國外代理商,60.0,64.0,30.0,64.0,SUS420,60.0,0.0,64.0,SUS304,632.0,15958.0
423,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
424,1.0,10.0,A,F,S,C,N,R,凌嘉,DISPLAY,國內設備商,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,372.0,4498.0
425,12.0,10.0,A,F,S,C,N,R,凌嘉,DISPLAY,國內設備商,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,372.0,4498.0
426,1.0,10.0,A,F,S,C,N,R,凌嘉,DISPLAY,國內設備商,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,372.0,4498.0
427,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
428,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
429,2.0,375.0,B,G,S,W,N,R,KJLC,OTHERS,國外代理商,69.3,115.8,10.0,115.8,SUS420,69.3,0.0,77.7,SUS304,659.0,8102.0
430,2.0,250.0,B,S,S,C,N,R,吉利康,OTHERS,國內代理商,19.05,87.3,6.35,87.3,SUS420,19.05,0.0,49.23,SUS304,460.0,14171.0
431,1.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
432,1.0,5.0,A,X,S,C,N,R,新唐,SEMI,國內終端,49.0,77.5,7.0,77.5,SUS420,49.0,0.0,38.5,SUS304,1020.0,8200.0
433,3.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,53.8,100.8,10.0,100.8,SUS420,53.8,0.0,62.7,SUS304,530.0,6474.0
434,2.0,1000.0,B,X,X,C,M,N,亞太竑,INDUSTRIAL,國內代理商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
435,1.0,375.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,69.74,161.93,10.0,161.93,SUS420,69.47,0.0,82.55,AL6061,955.0,9556.0
436,2.0,500.0,B,N,S,W,N,R,KJLC,OTHERS,國外代理商,72.9,223.8,15.0,223.8,SUS420,72.9,0.0,128.8,SUS304,633.0,18041.0
437,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
438,1.0,20.0,A,C,H,C,N,R,KJLC,OTHERS,國外代理商,60.0,64.0,30.0,64.0,SUS420,60.0,0.0,64.0,SUS304,632.0,15958.0
439,8.0,30.0,X,X,S,C,N,Z,天鴻,DISPLAY,國內設備商,122.0,147.0,30.0,147.0,SUS304,122.0,0.0,71.0,AL6061,191.0,8897.0
440,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
441,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
442,10.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
443,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,934.0,20717.0
444,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,772.0,16786.0
445,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
446,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
447,3.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
448,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
449,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
450,1.0,6.0,A,K,S,C,N,R,日揚,SEMI,國內代理商,30.0,108.45,9.0,108.45,SUS420,30.0,0.0,44.45,SUS304,958.0,14210.0
451,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
452,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
453,21.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
454,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
455,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
459,1.0,30.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,180.0,273.0,35.0,273.0,SUS420,180.0,0.0,132.0,SUS304,1462.0,25740.0
460,1.0,30.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,180.0,35.0,35.0,375.0,SUS420,180.0,0.0,235.6,SUS304,924.0,32765.0
461,3.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
462,10.0,20.0,A,F,S,C,N,R,巨孚,INDUSTRIAL,國內設備商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
463,3.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
