,order quantity,SPEC_1st_N,SPEC_1st_L1,SPEC_1st_L2,SPEC_1st_L3,SPEC_2nd_L1,SPEC_2nd_L2,SPEC_2nd_L3,Customer,By_way,Types,Ap_outer_r,Ap_L,cen_outter_r,cen_L,cen_material,Shell_outer_r_1,Shell_outer_r_2,shell_L,shell_material,Human_Hrs,Material_Cost
464,2.0,187.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,16.0,65.1,4.76,65.1,SUS420,16.0,0.0,40.1,SUS304,594.0,14011.0
466,2.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.829,SUS304,727.0,14444.0
467,5.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.829,SUS304,727.0,14444.0
468,1.0,750.0,B,N,S,W,N,R,KJLC,OTHERS,國外代理商,72.9,223.8,20.0,223.8,SUS420,72.9,0.0,128.8,SUS304,934.0,24464.0
469,1.0,30.0,A,F,S,W,N,R,HONJI,DISPLAY,國外設備商,150.0,309.0,30.0,309.0,SUS420,150.0,0.0,134.0,SUS304,1345.0,36235.0
470,5.0,30.0,X,X,S,W,N,R,天鴻,DISPLAY,國內設備商,191.85,139.5,56.0,88.5,SUS420,191.85,0.0,95.0,SUS304,1212.0,33312.0
472,22.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
473,3.0,375.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,69.74,161.93,10.0,161.93,SUS420,69.47,0.0,82.55,AL6061,955.0,9556.0
474,1.0,12.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,90.0,133.5,15.0,133.5,SUS420,90.0,0.0,73.5,SUS304,983.0,14299.0
475,2.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
476,1.0,187.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,16.0,65.1,4.76,65.1,SUS420,16.0,0.0,40.1,SUS304,594.0,14011.0
477,1.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,6.35,87.3,SUS420,41.3,0.0,49.0,SUS304,911.0,7044.0
478,2.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
479,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
480,2.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
481,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
482,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
483,2.0,375.0,B,B,S,C,N,R,億碩,OTHERS,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
484,2.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
485,2.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.829,SUS304,727.0,14444.0
486,3.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
487,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
488,2.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
490,2.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
491,2.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
492,1.0,375.0,B,B,S,C,N,R,加高,OTHERS,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
493,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
494,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
495,3.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
496,1.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,6.35,87.3,SUS420,41.3,0.0,49.0,SUS304,911.0,7044.0
497,1.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,6.35,87.3,SUS420,41.3,0.0,49.0,SUS304,911.0,7044.0
498,1.0,500.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,60.3,219.9,15.0,219.9,SUS420,60.3,0.0,124.6,SUS304,1186.0,15727.0
499,6.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
500,2.0,375.0,B,G,S,W,N,R,KJLC,OTHERS,國外代理商,69.3,115.8,10.0,115.8,SUS420,69.3,0.0,77.7,SUS304,659.0,8102.0
501,1.0,500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,50.8,81.7,20.0,71.7,SUS420,50.8,0.0,69.9,SUS304,1461.0,16690.0
502,4.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
503,11.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
504,3.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
505,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
506,4.0,20.0,A,F,S,C,N,R,巨孚,INDUSTRIAL,國內設備商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
507,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,117.5,10.0,117.5,SUS420,41.1,0.0,79.8,SUS304,594.0,5876.0
508,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
509,1.0,15.0,A,F,S,C,N,R,兆遠科技,LED,國內終端,94.0,125.5,15.0,125.5,SUS420,94.0,0.0,50.0,SUS304,1566.0,9842.0
510,6.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
511,1.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
512,1.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
513,2.0,187.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,16.0,65.1,4.76,65.1,SUS420,16.0,0.0,40.1,SUS304,594.0,14011.0
514,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
515,1.0,20.0,A,X,S,W,B,R,力鼎精密,SEMI,國內設備商,170.0,295.0,25.0,295.0,SUS420,170.0,0.0,104.5,SUS304,1337.0,24087.0
516,2.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
517,6.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
518,6.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
519,6.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
520,6.0,5.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,36.0,62.0,6.0,62.0,SUS420,36.0,0.0,32.0,SUS304,407.0,9531.0
521,10.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
522,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
523,1.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
524,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
525,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
526,10.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
527,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
528,1.0,500.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,60.3,219.9,15.0,219.9,SUS420,60.3,0.0,124.6,SUS304,1186.0,15727.0
529,1.0,20.0,A,F,M,C,N,R,三豐機械,OTHERS,國內設備商,105.0,82.5,30.0,83.5,SUS420,105.0,0.0,68.5,SUS304,861.0,18189.0
530,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
531,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
532,10.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
533,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
534,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
535,3.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
536,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
537,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
540,1.0,6.0,A,X,S,C,N,R,力積電,SEMI,國內終端,52.0,91.0,6.0,91.0,SUS420,52.0,0.0,25.0,SUS304,962.0,6888.0
541,1.0,10.0,A,B,S,C,N,R,聚昌,LED,國內設備商,42.0,298.8,10.0,298.8,SUS420,42.0,0.0,197.0,SUS304,1227.0,10193.0
542,2.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
543,2.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
544,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
545,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
546,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
547,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
549,1.0,40.0,D,F,H,C,N,N,準鑫,OTHERS,國內設備商,165.0,126.0,50.0,126.0,SUS420,165.0,0.0,112.5,SUS304,1333.0,54458.0
550,1.0,26.0,D,F,H,C,N,R,準鑫,OTHERS,國內設備商,165.0,126.0,50.0,126.0,SUS420,165.0,0.0,112.5,SUS304,1333.0,54458.0
551,2.0,25.0,D,X,H,C,N,R,準鑫,OTHERS,國內設備商,125.0,101.0,45.0,101.0,SUS420,125.0,0.0,85.0,SUS304,0.0,0.0
552,1.0,20.0,D,X,H,C,N,R,準鑫,OTHERS,國內設備商,120.0,101.0,40.0,101.0,SUS420,120.0,0.0,85.0,SUS304,0.0,0.0
553,3.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
555,15.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
556,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
557,2.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
558,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
559,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,934.0,20717.0
560,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,772.0,16786.0
561,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
562,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
563,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
564,1.0,2000.0,B,G,M,C,N,R,KJLC,OTHERS,國外代理商,150.6,100.74,65.0,100.74,SUS420,150.6,0.0,85.55,SUS304,1044.0,29082.0
565,22.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
567,1.0,250.0,B,S,S,C,N,R,KJLC,OTHERS,國外代理商,19.1,87.3,6.35,87.3,SUS420,19.1,0.0,49.2,SUS304,640.0,8406.0
569,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
570,14.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
571,2.0,6.0,A,S,S,C,N,R,KJLC,OTHERS,國外代理商,21.0,76.5,7.0,76.5,SUS420,21.0,0.0,46.5,SUS304,496.0,7755.0
572,3.0,375.0,B,B,S,C,N,R,UMC 8AB,SEMI,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
573,1.0,35.0,A,X,M,C,N,R,俊尚科技,OTHERS,國內代理商,124.8,76.6,45.0,62.0,SUS420,124.8,0.0,65.65,SUS304,1462.0,21287.0
574,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
575,1.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
576,1.0,250.0,B,S,S,C,N,R,KJLC,OTHERS,國外代理商,19.1,87.3,6.35,87.3,SUS420,19.1,0.0,49.2,SUS304,640.0,8406.0
577,4.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
578,2.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
579,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
580,10.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
581,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
582,3.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
583,4.0,1000.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,84.8,35.0,84.8,SUS420,177.8,0.0,69.9,SUS304,1188.0,26238.0
584,4.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
585,1.0,250.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,69.3,103.1,10.0,103.1,SUS420,69.3,0.0,65.0,SUS304,523.0,6037.0
586,3.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
587,7.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.829,SUS304,727.0,14444.0
588,1.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
589,2.0,6.0,A,S,S,C,N,R,KJLC,OTHERS,國外代理商,21.0,76.5,7.0,76.5,SUS420,21.0,0.0,46.5,SUS304,496.0,7755.0
590,1.0,250.0,B,S,S,C,N,R,KJLC,OTHERS,國外代理商,19.1,87.3,6.35,87.3,SUS420,19.1,0.0,49.2,SUS304,640.0,8406.0
591,23.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
593,1.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
594,3.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,53.8,100.8,10.0,100.8,SUS420,53.8,0.0,62.7,SUS304,530.0,6474.0
595,1.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
596,3.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
597,4.0,500.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.6,223.8,15.0,223.8,SUS420,72.6,0.0,128.8,SUS304,621.0,15976.0
598,1.0,30.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,180.0,273.0,35.0,273.0,SUS420,180.0,0.0,132.0,SUS304,1462.0,25740.0
599,1.0,250.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,79.4,10.0,79.4,SUS420,41.1,0.0,41.1,SUS304,883.0,6827.0
600,4.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
601,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
602,6.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
603,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
605,1.0,6.0,A,B,S,C,N,R,KJLC,OTHERS,國外代理商,42.0,78.0,10.0,78.0,SUS420,42.0,0.0,48.0,SUS304,1114.0,13446.0
606,3.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
607,1.0,250.0,B,S,S,C,N,R,KJLC,OTHERS,國外代理商,19.1,87.3,6.35,87.3,SUS420,19.1,0.0,49.2,SUS304,640.0,8406.0
608,1.0,500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,50.8,81.7,20.0,71.7,SUS420,50.8,0.0,69.9,SUS304,1461.0,16690.0
609,1.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.829,SUS304,727.0,14444.0
610,11.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
611,1.0,30.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,180.0,273.0,35.0,273.0,SUS420,180.0,0.0,132.0,SUS304,1462.0,25740.0
612,1.0,12.0,A,F,S,C,N,R,上海碩創,OTHERS,國外代理商,90.0,133.5,15.0,133.5,SUS420,90.0,0.0,73.5,SUS304,0.0,0.0
613,1.0,6.0,A,G,S,C,N,R,上海碩創,OTHERS,國外代理商,34.0,102.0,7.0,102.0,SUS420,34.0,0.0,68.0,SUS303,0.0,0.0
614,1.0,5.0,A,S,S,C,N,R,上海碩創,OTHERS,國外代理商,21.0,76.5,6.0,76.5,SUS420,21.0,0.0,46.5,SUS304,0.0,0.0
615,3.0,20.0,A,F,S,C,N,R,巨孚,INDUSTRIAL,國內設備商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
616,1.0,35.0,A,X,M,C,N,R,俊尚科技,OTHERS,國內代理商,124.8,76.6,45.0,62.0,SUS420,124.8,0.0,65.65,SUS304,1462.0,21287.0
617,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
618,1.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
619,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
620,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
621,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
